playerRanking,games_played,gamesStarted,minutes,points,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,turnovers,blocks,blocksAgainst,personal_fouls,foulsDrawn,pir,player.code,player_name,player.age,player.imageUrl,team,player.team.tvCodes,team_name,player.team.imageUrl
658,140.0,109.0,24.73,12.8,2.6,5.2,49.4%,1.6,4.5,35.7%,2.8,3.2,87.6%,0.5,2.5,3.0,2.7,1.0,1.6,0.1,0.3,2.8,3.6,12.5,009754,"LOYD, JORDAN",31,https://media-cdn.incrowdsports.com/215f2623-efe0-44f4-b8b1-e4d466ae2d19.png,PAM;RED;DYR;TEL;MCO,VBC;CZV;ZEN;MTA;ASM,Valencia Basket;Crvena Zvezda Meridianbet Belgrade;Zenit St Petersburg;Maccabi Playtika Tel Aviv;AS Monaco,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
659,78.0,50.0,26.12542735042735,14.6,2.4,4.6,51.5%,1.9,5.2,37.3%,4.0,4.9,81.1%,0.4,1.4,1.8,2.2,1.1,2.0,0.0,0.4,2.8,4.4,12.6,AUP,"VUJANIC, MILOS",28,,PAR;FOR;BAR;PAN;IST,PAR;FOR;FCB;PAO;EFS,Partizan Mozzart Bet Belgrade;Fortitudo Pallacanestro Bologna 103;FC Barcelona;Panathinaikos AKTOR Athens;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/0a746cc0-eb26-481a-bab5-457cfc51eae5.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
660,121.0,36.0,25.639531680440772,12.7,2.9,5.7,51.1%,1.3,3.7,36%,2.9,3.5,84.8%,0.2,2.1,2.3,3.7,0.8,2.2,0.1,0.2,2.2,3.2,12.6,011212,"OKOBO, ELIE",27,https://media-cdn.incrowdsports.com/2383a124-8ef4-4332-80e6-2205022f82e9.png,ASV;MCO,ASV;ASM,LDLC ASVEL Villeurbanne;AS Monaco,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
661,131.0,85.0,25.96590330788804,12.0,1.8,3.6,50.4%,1.7,4.4,39.7%,3.2,3.8,84.4%,0.4,1.4,1.8,2.8,0.9,1.8,0.0,0.2,2.0,4.2,12.6,ATA,"LAKOVIC, JAKA",33,,MES;PAN;BAR;GAL,MES;PAO;FCB;GSL,KK Krka Novo Mesto;Panathinaikos AKTOR Athens;FC Barcelona;Galatasaray Spor Kulubu,https://media-cdn.incrowdsports.com/8838f790-f665-472a-8cea-527f9e4a2458.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png
662,152.0,143.0,21.37510964912281,7.7,3.2,4.3,73.6%,0.0,0.0,0%,1.3,2.5,54.5%,1.7,2.9,4.6,1.9,0.4,1.2,1.0,0.2,2.1,2.8,12.6,008811,"FALL, MOUSTAPHA",32,https://media-cdn.incrowdsports.com/691e5b14-6518-4067-8343-013b90f2fd3f.png,ASV;OLY,ASV;OLY,LDLC ASVEL Villeurbanne;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
663,62.0,36.0,22.86048387096774,11.1,3.9,7.2,54.4%,0.0,0.0,0%,3.3,4.6,71.9%,1.8,2.9,4.7,0.6,0.6,1.0,0.6,0.3,2.8,3.7,12.6,AUO,"KRSTIC, NENAD",32,,PAR;CSK;IST,PAR;CSK;EFS,Partizan Mozzart Bet Belgrade;CSKA Moscow;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
664,171.0,145.0,27.005847953216374,12.0,2.9,5.4,54.2%,1.5,3.8,38.8%,1.8,2.3,81.3%,0.7,2.7,3.5,1.9,0.8,1.4,0.2,0.3,1.6,2.6,12.7,007831,"SHIELDS, SHAVON",30,https://media-cdn.incrowdsports.com/cc164c6b-d942-4733-a6ff-dc4544e1a6c2.png,BAS;MIL,KBA;EA7,Baskonia Vitoria-Gasteiz;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
665,30.0,26.0,24.83388888888889,10.9,2.4,4.1,59.8%,1.4,3.5,40%,1.8,2.2,83.3%,0.7,2.0,2.7,2.9,1.2,1.9,0.2,0.2,1.9,3.0,12.7,001150,"CALLOWAY, EARL",30,,CIB;MAL,CIB;UNI,KK Cibona;Unicaja Malaga,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
666,98.0,94.0,30.03622448979592,13.3,2.6,4.7,55.4%,2.1,5.1,41.2%,1.9,2.2,83.9%,0.5,2.8,3.2,1.4,1.3,1.5,0.1,0.2,2.1,2.7,12.8,BEB,"LANGDON, TRAJAN",34,,TRE;IST;CSK,TRE;EFS;CSK,Benetton Basket Treviso;Anadolu Efes Istanbul;CSKA Moscow,https://media-cdn.incrowdsports.com/0636c1b0-de3e-4ca9-bd2c-e30a4f485114.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png
667,25.0,21.0,26.49266666666667,12.0,3.0,6.3,48.1%,1.5,3.4,43%,1.5,2.0,74%,0.5,3.0,3.5,3.8,1.1,2.5,0.1,0.2,1.8,2.6,12.8,003423,"FARMAR, JORDAN",29,,IST;TEL,EFS;MAC,Anadolu Efes Istanbul;Maccabi Playtika Tel Aviv,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
668,63.0,60.0,31.312169312169313,12.7,3.1,6.8,46%,1.0,3.1,32.7%,3.3,4.1,81.8%,0.4,2.2,2.6,3.2,1.8,2.0,0.0,0.6,2.4,4.2,12.8,BXD,"PENN, SCOONIE",32,,PES;CIB;IST;OLY,PES;CIB;EFS;OLY,Scavolini Pesaro;KK Cibona;Anadolu Efes Istanbul;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/4ea03b00-c6e0-455c-88a6-cf86640a8dd8.png;https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
669,67.0,53.0,24.049502487562187,9.0,3.0,5.4,55.6%,0.0,0.0,0%,3.1,4.8,64.3%,2.1,4.1,6.2,1.1,0.5,1.9,0.4,0.3,2.5,4.4,12.8,AFO,"SKELIN, MATE",32,,MES;FOR;PAU;CIB;LEM,MES;FOR;PAU;CIB;LMS,KK Krka Novo Mesto;Fortitudo Pallacanestro Bologna 103;Elan Bearnais Pau-Lacq-Orthez;KK Cibona;Le Mans Sarthe Basket,https://media-cdn.incrowdsports.com/8838f790-f665-472a-8cea-527f9e4a2458.png;https://media-cdn.incrowdsports.com/0a746cc0-eb26-481a-bab5-457cfc51eae5.png;https://media-cdn.incrowdsports.com/4550b11c-3680-44b2-a512-f0b4ff304b59.png;https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.incrowdsports.com/25203b2d-cb6c-4614-926a-e55109f98238.png
670,78.0,39.0,20.994871794871795,10.6,4.0,6.6,60.2%,0.0,0.0,0%,2.6,4.5,58.5%,1.6,3.4,5.0,1.0,0.9,1.5,0.7,0.4,2.8,3.9,12.8,CBY,"SPLITTER, TIAGO",39,,BAS;PRS,CLA;PBB,Baskonia Vitoria-Gasteiz;Paris Basketball,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png
671,56.0,53.0,29.58660714285714,12.7,3.2,6.6,48.9%,1.0,3.5,29.9%,3.2,3.9,81.9%,1.0,2.1,3.2,2.4,2.1,1.6,0.2,0.3,2.9,3.7,12.9,KZA,"HAWKINS, DAVID",28,,ROM;SIE;MIL,ROM;MPS;MIL,Pallacanestro Virtus Roma;Montepaschi Siena;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
672,140.0,113.0,22.37654761904762,8.0,2.4,4.5,54.2%,0.6,1.7,35.6%,1.3,1.8,72.4%,1.7,3.7,5.5,3.7,0.9,2.1,0.3,0.3,2.3,2.9,12.9,006589,"SIKMA, LUKE",34,https://media-cdn.incrowdsports.com/ae703049-980c-4ddc-8c4f-f920ee5e7710.png,BER;OLY,BER;OLY,ALBA Berlin;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
673,299.0,104.0,24.225919732441472,10.2,1.9,3.9,47.7%,1.3,3.3,40%,2.5,2.8,89.4%,0.4,1.9,2.3,5.0,0.7,2.1,0.1,0.3,1.6,3.1,12.9,001926,"SLOUKAS, KOSTAS",34,https://media-cdn.incrowdsports.com/ff4f77e9-8492-462b-9661-d6ca746d51c6.png,ULK;OLY;PAN,FNB;OLY;PAO,Fenerbahce Beko Istanbul;Olympiacos Piraeus;Panathinaikos AKTOR Athens,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
674,39.0,36.0,27.01880341880342,12.2,1.7,3.6,47.9%,2.3,5.7,40.6%,1.7,2.0,88.3%,0.6,1.4,1.9,4.4,2.0,2.2,0.0,0.3,1.9,2.4,13.0,KWI,"MCINTYRE, TERRELL",33,,SIE;MAL,MPS;UNI,Montepaschi Siena;Unicaja Malaga,https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png
675,50.0,44.0,24.949666666666666,12.3,3.6,6.5,55%,1.0,2.8,34.8%,2.2,3.0,72.7%,1.4,3.5,5.0,0.5,0.7,1.3,1.2,0.3,2.4,2.9,13.0,KMV,"HAISLIP, MARCUS",30,,ULK;IST;MAL;PAN;BAS,ULK;EFS;UNI;PAO;CLA,Fenerbahce Beko Istanbul;Anadolu Efes Istanbul;Unicaja Malaga;Panathinaikos AKTOR Athens;Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
675,44.0,22.0,23.546212121212122,9.0,2.5,3.8,66.3%,1.0,2.5,41.1%,0.8,1.1,66%,1.3,4.4,5.7,1.1,0.6,1.1,1.4,0.1,1.6,1.1,13.0,LTS,"MORRIS, TERENCE",31,,TEL;CSK;BAR,MAC;CSK;FCB,Maccabi Playtika Tel Aviv;CSKA Moscow;FC Barcelona,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
677,41.0,8.0,22.350813008130082,10.7,4.1,7.4,56%,0.0,0.1,20%,2.4,2.9,82.9%,1.3,3.7,5.0,1.1,0.8,1.7,0.9,0.4,2.5,3.1,13.1,AFN,"NICEVIC, SANDRO",31,,CIB;LJU;AEK;MAL;LEM,CIB;LJU;AEK;UNI;LMS,KK Cibona;KK Cedevita Olimpija;AEK Athens;Unicaja Malaga;Le Mans Sarthe Basket,https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/25203b2d-cb6c-4614-926a-e55109f98238.png
678,102.0,88.0,26.676797385620915,11.2,2.8,5.1,54.9%,1.3,3.4,38.3%,1.7,2.1,79.3%,0.8,1.6,2.4,4.7,1.2,1.8,0.5,0.2,2.4,2.4,13.1,011078,"THOMPSON, DARIUS",29,https://media-cdn.incrowdsports.com/569effee-e3b6-442e-8f83-73e4321c7de8.png,BAS;IST,BKN;EFS,Baskonia Vitoria-Gasteiz;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
679,47.0,39.0,27.68758865248227,11.2,3.3,5.9,56.2%,1.0,3.1,33.3%,1.5,1.8,83.5%,0.9,2.9,3.9,3.9,0.8,2.1,0.2,0.3,1.6,2.2,13.1,000357,"SCHILB, BLAKE",33,https://media-cdn.cortextech.io/ea6e27c6-3bf7-43d6-b3c0-0fb63b4c2d6d.png,CHL;RED;GAL,ELA;CZT;GSO,Elan Sportif Chalonnais;Crvena Zvezda Meridianbet Belgrade;Galatasaray Spor Kulubu,https://media-cdn.incrowdsports.com/ce981523-5c54-4fab-8a3d-90c527eb9627.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png
680,91.0,65.0,26.145421245421243,14.3,2.5,5.2,48.8%,2.0,5.0,39.7%,3.2,3.8,86%,0.4,1.6,2.0,2.3,1.2,1.7,0.1,0.3,2.1,3.9,13.3,AJO,"BULLOCK, LOUIS",33,,VER;MAL;MAD,VER;UNI;RMD,Scaligera Basket Verona;Unicaja Malaga;Real Madrid,https://media-cdn.incrowdsports.com/039b7e85-7c5d-4b94-a682-2c119c029bc1.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
681,52.0,36.0,26.5625,10.8,2.8,6.0,47.6%,0.5,2.0,27.2%,3.5,4.4,79.2%,1.3,2.9,4.2,3.4,1.9,2.4,0.0,0.3,2.9,4.0,13.3,CBZ,"VANTERPOOL, DAVID",33,,SIE;CSK,MPS;CSK,Montepaschi Siena;CSKA Moscow,https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png
682,42.0,33.0,30.834126984126982,11.6,2.9,5.3,54.8%,1.0,3.0,33.1%,2.9,3.8,75.5%,0.6,2.1,2.7,3.2,2.0,1.7,0.1,0.2,2.9,3.8,13.3,APC,"McDONALD, ARRIEL",36,,TEL;PAN;SIE,MAC;PAO;MPS,Maccabi Playtika Tel Aviv;Panathinaikos AKTOR Athens;Montepaschi Siena,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png
683,55.0,48.0,27.726666666666667,14.9,3.4,6.6,51.7%,2.1,5.3,39.7%,1.9,2.1,88.8%,0.4,2.2,2.6,2.3,0.7,1.4,0.1,0.1,1.9,2.8,13.3,004903,"GOUDELOCK, ANDREW",29,https://media-cdn.cortextech.io/b5878642-6f2a-4e7c-8461-808d299d85f0.png,ULK;TEL;MIL,FBU;MTA;AXM,Fenerbahce Beko Istanbul;Maccabi Playtika Tel Aviv;EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
684,64.0,58.0,28.81640625,13.8,4.2,7.8,54%,1.2,3.2,36.4%,1.9,2.5,75.3%,0.5,3.5,4.0,3.0,1.0,2.4,0.2,0.3,2.3,2.7,13.5,003443,"WEEMS, SONNY",31,https://media-cdn.cortextech.io/a6938d60-a1b5-42ab-8676-0e48bb4381f2.png,ZAL;CSK;TEL;IST,ZAL;CSK;MTA;EFS,Zalgiris Kaunas;CSKA Moscow;Maccabi Playtika Tel Aviv;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
685,146.0,104.0,26.210388127853882,15.0,3.2,6.2,51.2%,1.8,4.6,39.2%,3.1,3.5,89.8%,0.3,1.7,2.0,2.2,1.0,1.4,0.1,0.5,2.2,3.5,13.5,009862,"PUNTER, KEVIN",31,https://media-cdn.incrowdsports.com/8f94477e-6387-41cd-b9b4-08d5dc2db4b8.png,OLY;RED;MIL;PAR;BAR,OLY;CZV;AXM;PAR;BAR,Olympiacos Piraeus;Crvena Zvezda Meridianbet Belgrade;EA7 Emporio Armani Milan;Partizan Mozzart Bet Belgrade;FC Barcelona,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
686,41.0,38.0,26.56260162601626,9.5,3.8,6.0,63.3%,0.0,0.0,0%,1.8,3.6,51.4%,2.3,4.7,7.0,0.9,1.1,2.0,1.2,0.1,3.4,3.4,13.5,AKY,"GRIFFITH, RASHARD",29,,VIR;BAS;ROM,VIR;BKN;ROM,Virtus Bologna;Baskonia Vitoria-Gasteiz;Pallacanestro Virtus Roma,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png
687,53.0,49.0,33.054716981132074,14.4,3.7,6.7,54.3%,1.4,4.1,33.8%,2.9,3.7,79%,0.5,2.3,2.8,3.2,1.2,1.9,0.0,0.4,3.0,3.8,13.5,AVD,"BOOKER, MELVIN",35,,PES;ULK;MIL,PES;ULK;MIL,Scavolini Pesaro;Fenerbahce Beko Istanbul;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/4ea03b00-c6e0-455c-88a6-cf86640a8dd8.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
688,47.0,31.0,23.195390070921988,9.6,3.8,6.6,57.4%,0.0,0.0,50%,1.9,3.4,57.2%,3.1,4.9,8.0,1.2,1.4,2.0,0.6,0.4,3.6,3.2,13.6,KNZ,"WATSON, TRAVIS",29,,FOR;MIL;ZAL,FOR;MIL;ZAL,Fortitudo Pallacanestro Bologna 103;EA7 Emporio Armani Milan;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0a746cc0-eb26-481a-bab5-457cfc51eae5.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
689,166.0,135.0,25.703413654618473,13.7,3.7,7.6,49.1%,1.1,3.5,32.3%,2.9,3.6,80.5%,0.4,2.5,2.9,4.0,1.0,2.5,0.2,0.3,2.4,4.0,13.7,009863,"BALDWIN IV, WADE",28,https://media-cdn.incrowdsports.com/2e29a079-eedd-4e4e-bb7a-b129c0c9575e.png,OLY;MUN;BAS;TEL;ULK,OLY;BAY;BKN;MTA;FBB,Olympiacos Piraeus;FC Bayern Munich;Baskonia Vitoria-Gasteiz;Maccabi Playtika Tel Aviv;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
690,99.0,83.0,22.503703703703707,9.1,3.6,5.6,65%,0.0,0.0,0%,1.9,2.8,67.8%,2.6,3.9,6.5,0.6,0.5,1.0,0.8,0.2,1.8,2.2,13.7,011199,"NEBO, JOSH",27,https://media-cdn.incrowdsports.com/96ccc0f9-fd2d-4da8-af58-8d1bfe2fd839.png,ZAL;TEL;MIL,ZAL;MTA;EA7,Zalgiris Kaunas;Maccabi Playtika Tel Aviv;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
691,63.0,3.0,21.63253968253968,10.9,2.6,4.8,55.3%,1.0,2.6,37%,2.7,3.7,73.5%,1.3,3.7,5.0,1.1,1.0,1.4,0.6,0.3,2.1,3.7,13.7,BLH,"LAVRINOVIC, KSISTOF",34,,SIE;ZAL,MPS;ZAL,Montepaschi Siena;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
692,112.0,72.0,24.13854166666667,13.2,5.0,8.8,56.9%,0.2,0.7,33.3%,2.5,3.8,66%,1.7,3.7,5.4,1.5,1.1,2.1,0.4,0.5,3.2,3.5,13.7,AJG,"SCOLA, LUIS",39,,BAS;MIL,BKN;AXM,Baskonia Vitoria-Gasteiz;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
693,209.0,140.0,20.12065390749601,8.2,3.0,4.9,62.6%,0.0,0.0,40%,2.1,2.7,75.9%,2.7,3.3,6.0,0.9,0.4,0.9,0.6,0.3,1.5,2.8,13.8,003941,"MILUTINOV, NIKOLA",30,https://media-cdn.incrowdsports.com/bda87c73-25f0-44ae-a726-7161d6a42976.png,PAR;CSK;OLY,PAR;CSK;OLY,Partizan Mozzart Bet Belgrade;CSKA Moscow;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
694,62.0,29.0,24.771774193548385,13.7,2.9,6.1,48.1%,1.3,3.5,38.8%,3.9,4.2,91.2%,0.5,1.7,2.2,3.0,1.1,2.1,0.1,0.4,2.2,4.1,13.8,CRR,"GREER, LYNN",32,,WRO;OLY;ULK;UNK,WKS;OLY;FBU;UNK,WKS Slask Wroclaw;Olympiacos Piraeus;Fenerbahce Beko Istanbul;UNICS Kazan,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png
695,99.0,80.0,27.883501683501684,15.7,3.3,6.3,52.6%,1.8,4.7,39.4%,3.5,4.4,80.3%,0.4,1.8,2.3,1.9,0.9,2.3,0.0,0.4,1.7,4.1,13.9,ANB,"RAKOCEVIC, IGOR",33,https://media-cdn.incrowdsports.com/f0ca2191-3e56-41b0-9baf-c8e646a010a3.png,BUD;MAD;BAS;IST;SIE,BUD;RMD;BKN;EFS;MPS,KK Buducnost;Real Madrid;Baskonia Vitoria-Gasteiz;Anadolu Efes Istanbul;Montepaschi Siena,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png
